price_id,variant_id,condition,price,stock_status,battery_health_percent,exterior_condition,warranty_status
P_NEW_blackview_bv5900_11566_3_32,blackview_bv5900_11566_3_32,new,2200000,in_stock,100,brand-new,yes
P_USED_blackview_bv5900_11566_3_32,blackview_bv5900_11566_3_32,used,900000,in_stock,80,fair,no
P_NEW_blackview_a10_9043_2_16,blackview_a10_9043_2_16,new,1900000,in_stock,100,brand-new,yes
P_USED_blackview_a10_9043_2_16,blackview_a10_9043_2_16,used,900000,in_stock,80,fair,no
P_NEW_blackview_a7_pro_9044_2_16,blackview_a7_pro_9044_2_16,new,2200000,in_stock,100,brand-new,yes
P_USED_blackview_a7_pro_9044_2_16,blackview_a7_pro_9044_2_16,used,900000,in_stock,80,fair,no
P_NEW_blackview_p6000_9042_6_64,blackview_p6000_9042_6_64,new,6900000,in_stock,100,brand-new,yes
P_USED_blackview_p6000_9042_6_64,blackview_p6000_9042_6_64,used,1100000,in_stock,80,fair,no
P_NEW_blackview_s8_9039_4_64,blackview_s8_9039_4_64,new,4700000,in_stock,100,brand-new,yes
P_USED_blackview_s8_9039_4_64,blackview_s8_9039_4_64,used,900000,in_stock,80,fair,no
P_NEW_blackview_a7_9045_1_8,blackview_a7_9045_1_8,new,1650000,in_stock,100,brand-new,yes
P_USED_blackview_a7_9045_1_8,blackview_a7_9045_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_g93_12460_6_128,blu_g93_12460_6_128,new,4400000,in_stock,100,brand-new,yes
P_USED_blu_g93_12460_6_128,blu_g93_12460_6_128,used,2050000,in_stock,89,good,no
P_NEW_blu_g73_12459_6_128,blu_g73_12459_6_128,new,3850000,in_stock,100,brand-new,yes
P_USED_blu_g73_12459_6_128,blu_g73_12459_6_128,used,1800000,in_stock,89,good,no
P_NEW_blu_bold_n3_12603_8_256,blu_bold_n3_12603_8_256,new,6900000,in_stock,100,brand-new,yes
P_USED_blu_bold_n3_12603_8_256,blu_bold_n3_12603_8_256,used,3200000,in_stock,89,good,no
P_NEW_blu_g33_12456_2_16,blu_g33_12456_2_16,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_g33_12456_2_16,blu_g33_12456_2_16,used,900000,in_stock,89,good,no
P_NEW_blu_g72_max_12110_4_128,blu_g72_max_12110_4_128,new,1850000,in_stock,100,brand-new,yes
P_USED_blu_g72_max_12110_4_128,blu_g72_max_12110_4_128,used,900000,in_stock,89,good,no
P_NEW_blu_studio_x5_max_11830_2_32,blu_studio_x5_max_11830_2_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x5_max_11830_2_32,blu_studio_x5_max_11830_2_32,used,900000,in_stock,85,fair,no
P_NEW_blu_g52l_12102_2_64,blu_g52l_12102_2_64,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_g52l_12102_2_64,blu_g52l_12102_2_64,used,1150000,in_stock,89,good,no
P_NEW_blu_f92e_12153_4_128,blu_f92e_12153_4_128,new,5200000,in_stock,100,brand-new,yes
P_USED_blu_f92e_12153_4_128,blu_f92e_12153_4_128,used,2400000,in_stock,89,good,no
P_NEW_blu_studio_x5_11829_1_32,blu_studio_x5_11829_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x5_11829_1_32,blu_studio_x5_11829_1_32,used,900000,in_stock,85,fair,no
P_NEW_blu_g40_11828_3_32,blu_g40_11828_3_32,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_g40_11828_3_32,blu_g40_11828_3_32,used,1050000,in_stock,85,fair,no
P_NEW_blu_bold_n2_11757_8_256,blu_bold_n2_11757_8_256,new,6300000,in_stock,100,brand-new,yes
P_USED_blu_bold_n2_11757_8_256,blu_bold_n2_11757_8_256,used,2450000,in_stock,85,fair,no
P_NEW_blu_s91_pro_11715_4_128,blu_s91_pro_11715_4_128,new,4950000,in_stock,100,brand-new,yes
P_USED_blu_s91_pro_11715_4_128,blu_s91_pro_11715_4_128,used,1900000,in_stock,85,fair,no
P_NEW_blu_studio_x10l_2022_11716_1_32,blu_studio_x10l_2022_11716_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x10l_2022_11716_1_32,blu_studio_x10l_2022_11716_1_32,used,900000,in_stock,85,fair,no
P_NEW_blu_j6s_11673_1_32,blu_j6s_11673_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_j6s_11673_1_32,blu_j6s_11673_1_32,used,900000,in_stock,85,fair,no
P_NEW_blu_c7x_11672_1_32,blu_c7x_11672_1_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_c7x_11672_1_32,blu_c7x_11672_1_32,used,900000,in_stock,85,fair,no
P_NEW_blu_s91_11643_4_128,blu_s91_11643_4_128,new,4700000,in_stock,100,brand-new,yes
P_USED_blu_s91_11643_4_128,blu_s91_11643_4_128,used,1850000,in_stock,85,fair,no
P_NEW_blu_g51_11623_2_32,blu_g51_11623_2_32,new,2600000,in_stock,100,brand-new,yes
P_USED_blu_g51_11623_2_32,blu_g51_11623_2_32,used,1000000,in_stock,85,fair,no
P_NEW_blu_f91_11483_8_128,blu_f91_11483_8_128,new,7700000,in_stock,100,brand-new,yes
P_USED_blu_f91_11483_8_128,blu_f91_11483_8_128,used,3000000,in_stock,85,fair,no
P_NEW_blu_g50_mega_2022_11509_3_32,blu_g50_mega_2022_11509_3_32,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_g50_mega_2022_11509_3_32,blu_g50_mega_2022_11509_3_32,used,1050000,in_stock,85,fair,no
P_NEW_blu_g61s_11536_4_64,blu_g61s_11536_4_64,new,1550000,in_stock,100,brand-new,yes
P_USED_blu_g61s_11536_4_64,blu_g61s_11536_4_64,used,900000,in_stock,85,fair,no
P_NEW_blu_g63_12458_4_128,blu_g63_12458_4_128,new,3300000,in_stock,100,brand-new,yes
P_USED_blu_g63_12458_4_128,blu_g63_12458_4_128,used,1550000,in_stock,89,good,no
P_NEW_blu_g71l_11398_4_128,blu_g71l_11398_4_128,new,1550000,in_stock,100,brand-new,yes
P_USED_blu_g71l_11398_4_128,blu_g71l_11398_4_128,used,900000,in_stock,85,fair,no
P_NEW_blu_g91_max_11376_8_128,blu_g91_max_11376_8_128,new,5500000,in_stock,100,brand-new,yes
P_USED_blu_g91_max_11376_8_128,blu_g91_max_11376_8_128,used,2150000,in_stock,85,fair,no
P_NEW_blu_m8l_2022_11368_3_32,blu_m8l_2022_11368_3_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_m8l_2022_11368_3_32,blu_m8l_2022_11368_3_32,used,900000,in_stock,85,fair,no
P_NEW_blu_g71__11369_4_64,blu_g71__11369_4_64,new,1550000,in_stock,100,brand-new,yes
P_USED_blu_g71__11369_4_64,blu_g71__11369_4_64,used,900000,in_stock,85,fair,no
P_NEW_blu_g71__11369_4_128,blu_g71__11369_4_128,new,1800000,in_stock,100,brand-new,yes
P_USED_blu_g71__11369_4_128,blu_g71__11369_4_128,used,900000,in_stock,86,fair,no
P_NEW_blu_g51s_11348_2_32,blu_g51s_11348_2_32,new,2200000,in_stock,100,brand-new,yes
P_USED_blu_g51s_11348_2_32,blu_g51s_11348_2_32,used,900000,in_stock,85,fair,no
P_NEW_blu_studio_x10_2022_11318_1_32,blu_studio_x10_2022_11318_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x10_2022_11318_1_32,blu_studio_x10_2022_11318_1_32,used,900000,in_stock,85,fair,no
P_NEW_blu_c5_max_11319_1_16,blu_c5_max_11319_1_16,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_c5_max_11319_1_16,blu_c5_max_11319_1_16,used,900000,in_stock,85,fair,no
P_NEW_blu_c5l_max_11273_1_16,blu_c5l_max_11273_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c5l_max_11273_1_16,blu_c5l_max_11273_1_16,used,900000,in_stock,81,fair,no
P_NEW_blu_c5l_max_11273_2_32,blu_c5l_max_11273_2_32,new,1750000,in_stock,100,brand-new,yes
P_USED_blu_c5l_max_11273_2_32,blu_c5l_max_11273_2_32,used,900000,in_stock,82,fair,no
P_NEW_blu_g91s_11264_4_128,blu_g91s_11264_4_128,new,5500000,in_stock,100,brand-new,yes
P_USED_blu_g91s_11264_4_128,blu_g91s_11264_4_128,used,1800000,in_stock,81,fair,no
P_NEW_blu_view_3_11258_3_32,blu_view_3_11258_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_view_3_11258_3_32,blu_view_3_11258_3_32,used,900000,in_stock,81,fair,no
P_NEW_blu_g53_12457_4_64,blu_g53_12457_4_64,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_g53_12457_4_64,blu_g53_12457_4_64,used,1250000,in_stock,89,good,no
P_NEW_blu_studio_x10l_11094_1_16,blu_studio_x10l_11094_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x10l_11094_1_16,blu_studio_x10l_11094_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_m8l_plus_11096_2_32,blu_m8l_plus_11096_2_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_m8l_plus_11096_2_32,blu_m8l_plus_11096_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g91_pro_11073_6_128,blu_g91_pro_11073_6_128,new,4100000,in_stock,100,brand-new,yes
P_USED_blu_g91_pro_11073_6_128,blu_g91_pro_11073_6_128,used,1350000,in_stock,81,fair,no
P_NEW_blu_m8l_11095_1_32,blu_m8l_11095_1_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_m8l_11095_1_32,blu_m8l_11095_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g51_plus_10934_3_64,blu_g51_plus_10934_3_64,new,3000000,in_stock,100,brand-new,yes
P_USED_blu_g51_plus_10934_3_64,blu_g51_plus_10934_3_64,used,1000000,in_stock,81,fair,no
P_NEW_blu_j9l_10973_1_32,blu_j9l_10973_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_j9l_10973_1_32,blu_j9l_10973_1_32,used,900000,in_stock,81,fair,no
P_NEW_blu_view_2_10915_2_32,blu_view_2_10915_2_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_view_2_10915_2_32,blu_view_2_10915_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g91_10781_4_128,blu_g91_10781_4_128,new,4100000,in_stock,100,brand-new,yes
P_USED_blu_g91_10781_4_128,blu_g91_10781_4_128,used,1350000,in_stock,81,fair,no
P_NEW_blu_g71_10745_3_64,blu_g71_10745_3_64,new,2200000,in_stock,100,brand-new,yes
P_USED_blu_g71_10745_3_64,blu_g71_10745_3_64,used,900000,in_stock,81,fair,no
P_NEW_blu_studio_x12_10741_1_32,blu_studio_x12_10741_1_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_studio_x12_10741_1_32,blu_studio_x12_10741_1_32,used,900000,in_stock,81,fair,no
P_NEW_blu_g61_10730_3_64,blu_g61_10730_3_64,new,3000000,in_stock,100,brand-new,yes
P_USED_blu_g61_10730_3_64,blu_g61_10730_3_64,used,1000000,in_stock,81,fair,no
P_NEW_blu_studio_x10__10729_1_32,blu_studio_x10__10729_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x10__10729_1_32,blu_studio_x10__10729_1_32,used,900000,in_stock,81,fair,no
P_NEW_blu_a5l_10731_1_16,blu_a5l_10731_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_a5l_10731_1_16,blu_a5l_10731_1_16,used,900000,in_stock,81,fair,no
P_NEW_blu_m7l_10732_2_32,blu_m7l_10732_2_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_m7l_10732_2_32,blu_m7l_10732_2_32,used,900000,in_stock,81,fair,no
P_NEW_blu_c7_10935_1_32,blu_c7_10935_1_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_c7_10935_1_32,blu_c7_10935_1_32,used,900000,in_stock,81,fair,no
P_NEW_blu_view_mega_10640_2_32,blu_view_mega_10640_2_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_view_mega_10640_2_32,blu_view_mega_10640_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_j7l_10535_1_32,blu_j7l_10535_1_32,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_j7l_10535_1_32,blu_j7l_10535_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_j6_2020_10537_1_32,blu_j6_2020_10537_1_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_j6_2020_10537_1_32,blu_j6_2020_10537_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_j5l_10536_1_32,blu_j5l_10536_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_j5l_10536_1_32,blu_j5l_10536_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_c6l_2020_10538_1_16,blu_c6l_2020_10538_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c6l_2020_10538_1_16,blu_c6l_2020_10538_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_c5l_2020_10540_1_16,blu_c5l_2020_10540_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c5l_2020_10540_1_16,blu_c5l_2020_10540_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_c6_2020_10539_1_16,blu_c6_2020_10539_1_16,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_c6_2020_10539_1_16,blu_c6_2020_10539_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_g50_plus_10470_2_32,blu_g50_plus_10470_2_32,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_g50_plus_10470_2_32,blu_g50_plus_10470_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g50_10453_2_32,blu_g50_10453_2_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_g50_10453_2_32,blu_g50_10453_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g90_pro_10403_4_128,blu_g90_pro_10403_4_128,new,4700000,in_stock,100,brand-new,yes
P_USED_blu_g90_pro_10403_4_128,blu_g90_pro_10403_4_128,used,1300000,in_stock,80,fair,no
P_NEW_blu_studio_x10_10359_1_16,blu_studio_x10_10359_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x10_10359_1_16,blu_studio_x10_10359_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_g50_mega_10607_2_32,blu_g50_mega_10607_2_32,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_g50_mega_10607_2_32,blu_g50_mega_10607_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g80_10312_3_64,blu_g80_10312_3_64,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_g80_10312_3_64,blu_g80_10312_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_g90_10313_4_64,blu_g90_10313_4_64,new,3300000,in_stock,100,brand-new,yes
P_USED_blu_g90_10313_4_64,blu_g90_10313_4_64,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_x9_hd_10160_1_8,blu_studio_x9_hd_10160_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x9_hd_10160_1_8,blu_studio_x9_hd_10160_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_j6_10107_1_32,blu_j6_10107_1_32,new,2200000,in_stock,100,brand-new,yes
P_USED_blu_j6_10107_1_32,blu_j6_10107_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_j4_10106_1_32,blu_j4_10106_1_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_j4_10106_1_32,blu_j4_10106_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_j2_10105_1_32,blu_j2_10105_1_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_j2_10105_1_32,blu_j2_10105_1_32,used,900000,in_stock,80,fair,no
P_NEW_blu_tank_xtreme_10047_2_32,blu_tank_xtreme_10047_2_32,new,3300000,in_stock,100,brand-new,yes
P_USED_blu_tank_xtreme_10047_2_32,blu_tank_xtreme_10047_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g70_10046_2_32,blu_g70_10046_2_32,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_g70_10046_2_32,blu_g70_10046_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g60_10045_3_64,blu_g60_10045_3_64,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_g60_10045_3_64,blu_g60_10045_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_c5_plus_9968_1_16,blu_c5_plus_9968_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c5_plus_9968_1_16,blu_c5_plus_9968_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_view_1_9994_2_16,blu_view_1_9994_2_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_view_1_9994_2_16,blu_view_1_9994_2_16,used,900000,in_stock,80,fair,no
P_NEW_blu_c5_2019_9967_1_16,blu_c5_2019_9967_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c5_2019_9967_1_16,blu_c5_2019_9967_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_c6_2019_9930_1_16,blu_c6_2019_9930_1_16,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_c6_2019_9930_1_16,blu_c6_2019_9930_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_advance_l5_9929_512_16,blu_advance_l5_9929_512_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_advance_l5_9929_512_16,blu_advance_l5_9929_512_16,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_mini_9877_2_32,blu_studio_mini_9877_2_32,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_studio_mini_9877_2_32,blu_studio_mini_9877_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xl5_9854_3_64,blu_vivo_xl5_9854_3_64,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xl5_9854_3_64,blu_vivo_xl5_9854_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_x5_9853_3_64,blu_vivo_x5_9853_3_64,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_vivo_x5_9853_3_64,blu_vivo_x5_9853_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_mega_2019_9876_2_32,blu_studio_mega_2019_9876_2_32,new,2200000,in_stock,100,brand-new,yes
P_USED_blu_studio_mega_2019_9876_2_32,blu_studio_mega_2019_9876_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g8_9778_3_64,blu_g8_9778_3_64,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_g8_9778_3_64,blu_g8_9778_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_g6_9777_3_64,blu_g6_9777_3_64,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_g6_9777_3_64,blu_g6_9777_3_64,used,900000,in_stock,80,fair,no
P_NEW_blu_g5_plus_9776_2_32,blu_g5_plus_9776_2_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_g5_plus_9776_2_32,blu_g5_plus_9776_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_g9_9718_4_64,blu_g9_9718_4_64,new,4400000,in_stock,100,brand-new,yes
P_USED_blu_g9_9718_4_64,blu_g9_9718_4_64,used,1000000,in_stock,80,fair,no
P_NEW_blu_g5_9775_2_32,blu_g5_9775_2_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_g5_9775_2_32,blu_g5_9775_2_32,used,900000,in_stock,80,fair,no
P_NEW_blu_c5l_9597_1_8,blu_c5l_9597_1_8,new,1650000,in_stock,100,brand-new,yes
P_USED_blu_c5l_9597_1_8,blu_c5l_9597_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_c6l_9542_1_16,blu_c6l_9542_1_16,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_c6l_9542_1_16,blu_c6l_9542_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_x8_hd__2019__9565_1_8,blu_studio_x8_hd__2019__9565_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_studio_x8_hd__2019__9565_1_8,blu_studio_x8_hd__2019__9565_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xl4_9470_3_32,blu_vivo_xl4_9470_3_32,new,3600000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xl4_9470_3_32,blu_vivo_xl4_9470_3_32,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_one_plus__2019__9518_2_16,blu_vivo_one_plus__2019__9518_2_16,new,3000000,in_stock,100,brand-new,yes
P_USED_blu_vivo_one_plus__2019__9518_2_16,blu_vivo_one_plus__2019__9518_2_16,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_go_9482_1_16,blu_vivo_go_9482_1_16,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_vivo_go_9482_1_16,blu_vivo_go_9482_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_g9_pro_9811_4_128,blu_g9_pro_9811_4_128,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_g9_pro_9811_4_128,blu_g9_pro_9811_4_128,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_mega__2018__9360_1_16,blu_studio_mega__2018__9360_1_16,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_studio_mega__2018__9360_1_16,blu_studio_mega__2018__9360_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_grand_m2__2018__9359_1_8,blu_grand_m2__2018__9359_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_grand_m2__2018__9359_1_8,blu_grand_m2__2018__9359_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_grand_m2__2018__9359_1_16,blu_grand_m2__2018__9359_1_16,new,1550000,in_stock,100,brand-new,yes
P_USED_blu_grand_m2__2018__9359_1_16,blu_grand_m2__2018__9359_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_advance_l4_9325_512_8,blu_advance_l4_9325_512_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_advance_l4_9325_512_8,blu_advance_l4_9325_512_8,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xi_9314_3_32,blu_vivo_xi_9314_3_32,new,4700000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xi_9314_3_32,blu_vivo_xi_9314_3_32,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xi__9307_4_64,blu_vivo_xi__9307_4_64,new,8000000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xi__9307_4_64,blu_vivo_xi__9307_4_64,used,1550000,in_stock,80,fair,no
P_NEW_blu_vivo_xi__9307_6_128,blu_vivo_xi__9307_6_128,new,8650000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xi__9307_6_128,blu_vivo_xi__9307_6_128,used,1650000,in_stock,80,fair,no
P_NEW_blu_c5_9302_1_8,blu_c5_9302_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c5_9302_1_8,blu_c5_9302_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_c4_9301_512_8,blu_c4_9301_512_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_c4_9301_512_8,blu_c4_9301_512_8,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_g4_9277_1_16,blu_studio_g4_9277_1_16,new,1900000,in_stock,100,brand-new,yes
P_USED_blu_studio_g4_9277_1_16,blu_studio_g4_9277_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_c6_9254_1_16,blu_c6_9254_1_16,new,2200000,in_stock,100,brand-new,yes
P_USED_blu_c6_9254_1_16,blu_c6_9254_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_grand_m3_9253_1_16,blu_grand_m3_9253_1_16,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_grand_m3_9253_1_16,blu_grand_m3_9253_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_pure_view_9223_3_32,blu_pure_view_9223_3_32,new,3300000,in_stock,100,brand-new,yes
P_USED_blu_pure_view_9223_3_32,blu_pure_view_9223_3_32,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_view_9184_1_8,blu_studio_view_9184_1_8,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_studio_view_9184_1_8,blu_studio_view_9184_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xl3_9165_3_32,blu_vivo_xl3_9165_3_32,new,4400000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xl3_9165_3_32,blu_vivo_xl3_9165_3_32,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_one_plus_9154_2_16,blu_vivo_one_plus_9154_2_16,new,4400000,in_stock,100,brand-new,yes
P_USED_blu_vivo_one_plus_9154_2_16,blu_vivo_one_plus_9154_2_16,used,900000,in_stock,80,fair,no
P_NEW_blu_dash_l4_9146_512_8,blu_dash_l4_9146_512_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_dash_l4_9146_512_8,blu_dash_l4_9146_512_8,used,900000,in_stock,80,fair,no
P_NEW_blu_x_link_9132_4_4,blu_x_link_9132_4_4,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_x_link_9132_4_4,blu_x_link_9132_4_4,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_xl3_plus_9131_3_32,blu_vivo_xl3_plus_9131_3_32,new,4950000,in_stock,100,brand-new,yes
P_USED_blu_vivo_xl3_plus_9131_3_32,blu_vivo_xl3_plus_9131_3_32,used,950000,in_stock,80,fair,no
P_NEW_blu_vivo_x_9072_4_64,blu_vivo_x_9072_4_64,new,7150000,in_stock,100,brand-new,yes
P_USED_blu_vivo_x_9072_4_64,blu_vivo_x_9072_4_64,used,1400000,in_stock,80,fair,no
P_NEW_blu_studio_j8m_lte_9064_2_16,blu_studio_j8m_lte_9064_2_16,new,2500000,in_stock,100,brand-new,yes
P_USED_blu_studio_j8m_lte_9064_2_16,blu_studio_j8m_lte_9064_2_16,used,900000,in_stock,80,fair,no
P_NEW_blu_vivo_one_9063_2_16,blu_vivo_one_9063_2_16,new,3300000,in_stock,100,brand-new,yes
P_USED_blu_vivo_one_9063_2_16,blu_vivo_one_9063_2_16,used,900000,in_stock,80,fair,no
P_NEW_blu_studio_view_xl_9007_1_16,blu_studio_view_xl_9007_1_16,new,2750000,in_stock,100,brand-new,yes
P_USED_blu_studio_view_xl_9007_1_16,blu_studio_view_xl_9007_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_dash_l5_lte_8965_1_8,blu_dash_l5_lte_8965_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_dash_l5_lte_8965_1_8,blu_dash_l5_lte_8965_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_dash_l4_lte_8964_1_8,blu_dash_l4_lte_8964_1_8,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_dash_l4_lte_8964_1_8,blu_dash_l4_lte_8964_1_8,used,900000,in_stock,80,fair,no
P_NEW_blu_grand_5_5_hd_ii_8952_1_16,blu_grand_5_5_hd_ii_8952_1_16,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_grand_5_5_hd_ii_8952_1_16,blu_grand_5_5_hd_ii_8952_1_16,used,900000,in_stock,80,fair,no
P_NEW_blu_life_one_x3_8946_3_32,blu_life_one_x3_8946_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_life_one_x3_8946_3_32,blu_life_one_x3_8946_3_32,used,900000,in_stock,80,fair,no
P_NEW_blu_r2_plus_8945_3_32,blu_r2_plus_8945_3_32,new,1500000,in_stock,100,brand-new,yes
P_USED_blu_r2_plus_8945_3_32,blu_r2_plus_8945_3_32,used,900000,in_stock,80,fair,no
